,1,6,cid,name
22486,C9591,Bhavan's Tripura College of Teacher Education,C9591,Bhavan's Tripura College of Teacher Education
22487,C9592,Tripura Institute of Paramedical Sciences,C9592,Tripura Institute of Paramedical Science
22488,C9593,Women's Polytechnic,C9593,Women's Polytechnic College
22489,ST2277,Badriprasad Institute of Technology,ST2277,BADRI PRASAD INSTT. OF TECHNOLOGY DEBAIPALI SAMBALPUR
22490,ST7340,Lamka Foods,ST7340,DIET CHURACHANDPUR
22491,C9594,Government Law College,C9594,Government Law College
22492,ST7341,DM College Campus,ST7341,DIET D.M.COLLEGE CAMPUS IMPHAL
22493,C9595,Tripura Institute Of Technology,C9595,Tripura Institute of Technology
22494,C9596,The Regional College of Physical Education,C9596,Regional College of Physical Education
22495,ST228,MAEER's MIT School of Management,ST228,MIT SCHOOL OF BUSINESS PUNE
22496,ST7343,District Institute Of Education And Training ( DIET ),ST7343,DIET KAKCHING THOUBAL
22497,ST2280,Balasore School of Engineering,ST2280,BALASORE SCHOOL OF ENGINEERING BALASORE
22498,C9597,IASE Deemed University,C9597,Institute of Advance Studies in Education
22499,ST7344,DIET Moirang,ST7344,DIET MOIRANG BISHNUPUR
22500,ST2281,Barapada School of Engineering & Technology,ST2281,"BARAPADA SCHOOL OF ENGINEERING & TECHNOLOGY, BARAPADA"
22501,C9598,Ramthakur College,C9598,Ramthakur College
22502,ST2282,Barunei Institute of Engineering & Technology,ST2282,BARUNEI INSTT. OF ENGG. & TECH. (POLY) KADALIBADI
22503,C9599,Ishwar Chandra Vidyasagar College,C9599,Iswar Chandra Vidyasagar College
22504,ST2283,Berhampur School of Engineering & Technology,ST2283,BERHAMPUR SCHOOL OF ENGINEERING & TECHNOLOGY
22505,ST2285,Bhadrak Engineering School of Technology (BEST),ST2285,BHADRAK ENGG. SCHOOL & TECH. ASURALI
22506,C9600,College of Veterinary Science & Animal Husbandry,C9600,College of Veterinary Science & Animal Husbandry
22507,ST2286,Bharat Institute of Engineering & Technology Polytechnic College,ST2286,BHARAT INSTITUTE OF ENGG. & TECH. SIVRAM VIHAR BERHAMPUR
22508,ST2287,"Bhubanananda Orissa School Of Engineering , Cuttack",ST2287,BHUBANANANDA ODISHA SCHOOL OF ENGINEERING
22509,ST2288,BHUBANESWAR POLYTECHNIC,ST2288,BHUBANESWAR POLYTECHNIC JANALA BHUBANESWAR
22510,C9601,"Kabi Nazrul Mahavidyalaya, Sonamura",C9601,Kabi Nazrul Mahavidyalaya
22511,C9602,Bhavan's Tripura College of Science & Technology,C9602,Bhavan's Tripura College of Science & Technology
22512,ST2290,Biju Pattanaik Film & Television Institute of Odisha,ST2290,BIJU PATTANAIK FILM & TELEVISION INSTITUTE OF ODISHA
22513,C9603,Netaji Subhas Mahavidyalaya,C9603,Netaji Subhas Mahavidyalaya
22514,ST7346,"DIET, Tamei",ST7346,DIET TAMEI TAMENGLONG
22515,ST2292,Black Diamond School of Engineering,ST2292,BLACK DIAMOND SCHOOL OF ENGINEERING. BRAJRAJ NAGAR
22516,C9604,Doctor Bhim Rao Ambedkar College (University Of Delhi),C9604,Ambedkar College
22517,ST2294,C. V. Raman Polytechnic,ST2294,C.V. RAMAN POLYTECHNIC BHUBANESWAR
22518,ST2295,CIPET HEAD OFFICE,ST2295,CENTRAL INSTITUTE OF PLASTICS ENGINEERIG & TECHNOLOGY
22519,ST2297,City Institute Of Technical Education,ST2297,CITY INSTITUTE OF TECHNICAL EDUCATION KUANR MUNDA ROURKELA
22520,ST2298,Dhabaleswar Institute of Polytechnic,ST2298,DHABALESWAR INSTITUE OF POLYTECHNIC ATHAGARH
22521,C961,Jasani Arts & Commerce College,C961,JASANI ARTS & COMMERCE COLLEGE-RAJKOT
22522,ST7348,Cherrapunjee,ST7348,CHERRA TEACHERS TRAINING CENTRE EAST KHASI HILLS
22523,C9614,M.A.Rameshwar Lata Sanskrit College,C9614,"M.A.Rameshwar Lata Sanskrit College, Darbhanga"
22524,ST7351,District Institute of Education and Training,ST7351,"DISTRICT INSTITUTE OF EDUCATION & TRAINING RESUBELPARA, EAST GARO HILLS"
22525,C9616,"Ramautar Goutam Sanskrit College, Ahilya Asthan",C9616,"Ramautar Goutam Sanskrit College, Ahilya Asthan,"
22526,ST7353,District Institute of Education & Training,ST7353,"DISTRICT INSTITUTE OF EDUCATION & TRAINING THADLASKEIN, JAINTIA HILLS"
22527,ST7354,District Institute of Education and Training,ST7354,DISTRICT INSTITUTE OF EDUCATION & TRAINING WEST KHASI HILLS
22528,ST7358,Diet Lunglei,ST7358,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, LUNGLEI"
22529,ST7359,"DIET Aizawl, Chaltlang",ST7359,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, AIZAWL"
22530,ST2299,DRIEMS,ST2299,DHANESHWAR RATH INSTITUTE OF ENGINERING & MANAGEMENT STUDIES TANGI
22531,ST230,MIT School of Technology Management,ST230,MIT SCHOOL OF TELECOM MANAGEMENT
22532,C962,Shir K.K. Dharaiya B.P.Ed. College,C962,SHIR K.K.DHARAIYA B.P.ED.COLLEGE-RAJKOT
22533,ST2300,Divine Institute of Engineering & Technology.,ST2300,DIVINE INSTITUTE OF ENGG. TECH. PODA ASTIA BARIPADA
22534,ST2302,GANAPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,ST2302,GANAPATI INSTITUTE OF ENGINEERING & TECHNOLOGY POLYTECHNIC JAGATPUR
22535,ST7361,"DIET, Yimyu Ward Mokokchung",ST7361,DIET MOKOKCHUNG YIMYU COMPOUND MOKOKCHUNG
22536,ST2303,Gandhi Polytechnic,ST2303,GANDHI POLYTECHNIC GOLANTHARA KONISI BERHAMPUR
22537,ST2304,Gandhi School of Engineering,ST2304,GANDHI SCHOOL OF ENGINEERING PURUSOTTAMPUR BEHRAMPUR
22538,ST2305,"Ganesh Institute of Engineering & Technology, Polytechnic",ST2305,GANESH INSTITUTE OF ENGG. & TECH. ANDHARUA BHUVANESWAR
22539,ST7363,St Paul Institute of Education,ST7363,ST. PAUL INSTITUTE OF EDUCATION KOHIMA
22540,C9625,Saraswati Vilas Sanskrit College,C9625,Sarswati Bilas Skt.College.Shokhara Barauni
22541,ST7368,District Institute of Education and Training,ST7368,"DISTRICT INSTITUTE OF EDUCATION & TRAINING BHAWANIPATNA, KALAHANDI"
22542,ST7369,"DIET, Dhenkanal",ST7369,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, DHENKANAL"
22543,ST7370,DIET,ST7370,"DISTRICT INSTITUTE OF EDUCATION & TRAINING DOLIPUR, JAJPUR"
22544,ST2319,Gurukrupa Technical School,ST2319,GURUKRUPA TECHNICAL SCHOOL NARSINGHPUR
22545,ST232,Mulshi Institute of Retail Management & Mulshi Institute of Business Management,ST232,MULSHI INSTITUTE OF BUSINESS MANAGEMENT-POST GRADUATEDM
22546,ST2320,Gurukul Institute of Technology,ST2320,GURUKULA ENGG. SCHOOL CHATABAR BHUBANESWAR
22547,C9633,sanskrit college,C9633,"Jagdamba Sanskrit College, Batho, Darbhanga"
22548,C53647,Sri Parashuram Institute of Technology and Research,C53647,"Sri Parashuram Institute of Technology and Research, Khandwa"
22549,ST2322,Hi-Tech Engg College,ST2322,HI-TECH INSTITUTE OF INFORMATION & TECHNOLOGY UMERI JEYPORE
22550,C53648,Gyan Ganga College Of Technology Jabalpur,C53648,"GYAN GANGA COLLEGE OF TECHNOLOGY, JABALPUR"
22551,C53649,Gyan Ganga Institute of Technology & Sciences,C53649,Gyan Ganga Institute of Technology Sciences 
22552,ST2324,Ideal School of Engineering,ST2324,IDEAL SCHOOL OF ENGINEERING JHINKHARADA KHURDA
22553,C53650,Silicobyte Katni Degree College,C53650,Silicobyte Katni Degree College of Computer Science
22554,ST2327,Indus College of Engineering,ST2327,INDUS SCHOOL OF ENGINEERING BARAKUDA
22555,C9637,Sanskrit College And University,C9637,"Radha Umakant Sanskrit College, Sukhsena, Purnea"
22556,ST2328,Institute of Engineering and Management,ST2328,INSTITUTE OF ENGINEERING & MANAGEMENT JEYPORE
22557,ST233,Mulshi Institute of Retail Management & Mulshi Institute of Business Management,ST233,MULSHI INSTITUTE OF RETAIL MANAGEMENT
22558,C53548,Urmila Devi Degree College,C53548,"URMILA LAW COLLEGE,TULSHINAGAR,ALLAHABAD"
22559,ST2331,Jeypore School Of Engineering And Technology,ST2331,JEYPORE SCHOOL OF ENGINEERING & TECHNOLOGY RONDAPALI JEYPORE
22560,C53549,Israji Devi Sikshan Sansthan,C53549,"ISRAJI DEVI SHIKSHAN SANSTHAN,ALLAHABAD"
22561,ST2332,Jhadeswar Institute of Engineering & Technology,ST2332,JHADESWAR INSTITUTE OF ENGG. & TECH. CHHANPUR BALASORE
22562,C9641,Braj Bhushan Sanskrit College,C9641,"Brajbhushan Sanskrit College, Kharkhura, Gaya"
22563,C9642,Kameshwar Singh Darbhanga Sanskrit University,C9642,"Purnima Ram Pratap Sanskrit College, Baigani, Darbhanga"
22564,ST2333,Jharsuguda Engineering School,ST2333,JHARSUGUDA ENGINEERING SCHOOL
22565,C53655,All Tech Computer Education,C53655,ALL TECH COMPUTER EDUCATION
22566,C53554,"Moti Lal Nehru Medical College, Allahabad",C53554,"MOTI LAL SINGH VIDHI MAHAVIDYALAYA,ALLAHABAD"
22567,ST2334,Kalahandi School of Engineering & Technology,ST2334,KALAHANDI SCHOOL OF ENGINEERING & TECHNOLOGY BHAWANIPATHA
22568,C53658,BABA Kuma Singh Ji engineering college- top engineering college in amritsar,C53658,Baba Kuma Singh Ji Degree College
22569,C53660,Sri Shivani Degree College,C53660,"SRI SHIVANI DEGREE COLLEGE,SIRCILLA"
22570,C53661,Anurag Degree College,C53661,ANURAG DEGREE COLLEGE SULTANABAD
22571,ST2335,"Kalam Institute Of Technology, BERHAMPUR",ST2335,KALAM INSTITUTE OF TECHNOLOGY BERHAMPUR
22572,ST2336,Kalinga Institute of Mining Engineering and Technology,ST2336,KALING INSTITUTE OF MINING & TECHNOLOGY CHHENDIPADA
22573,ST2337,Kalinga Institute of Engg & Tech,ST2337,KALING INSTT. OF ENGG. & TECH. FC PROJECT JAJPUR
22574,C965,Swami Vivekanand College,C965,"SHREE SWAMI VIVEKANAND COLLEGE, SURENDRANAGAR"
22575,ST2338,Kalinga Nagar Polytechnic,ST2338,KALINGA NAGAR PLOYTECHNIC TARAPUR
22576,ST2339,KIIT - Polytechnic,ST2339,KALINGA POLYTECHNIC BHUBNESWAR
22577,ST234,N. L. Dalmia Institute of Management Studies and Research,ST234,N.L.DALMIA INSTITUTE OF MANAGEMENT STUDIES & RESEARCH
22578,C53667,New Noble Degree & P.G College,C53667,NEW NOBLE DEGREE COLLEGE
22579,ST2340,Keonjhar School of Engineering,ST2340,KEONJHAR SCHOOL OF ENGINEERING KEONJHAR
22580,C9655,Sanskrit College And University,C9655,"Sidheshwari Sanskrit College, Pachrukhiya, Bhojpur"
22581,C53567,Bharath University,C53567,BHARATH INSTITUTE OF EDUCATION
22582,ST2341,Koustuv Group of Institutions,ST2341,KOUSTAV SCHOOL OF ENGINEERING PATIA BHUBANESWAR
22583,C53671,Harmilap Institute of Computer And Technology,C53671,HARMILAP INSTITUTE OF COMPUTER AND MANAGEMENT
22584,ST7385,Nalini Devi Women's College of Teacher Education,ST7385,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION (WOMEN) BHUBANESWAR, KHURDA"
22585,ST2342,Krupajal Engineering College,ST2342,KRUPAJAL ENGIENERING SCHOOL BHUBANESWAR
22586,C53672,Ramakrishna Degree College - Korutla,C53672,RAMAKRISHNA DEGREE COLLEGE JHANSI ROAD KORUTLA
22587,C9657,"S.R.N.D.M. Skt.College, Patnacity",C9657,"S.R.N.D.M.Skt.College,Patnacity"
22588,ST2343,Mahalaxmi Institute Of Technology & Engineering,ST2343,MAHALAXMI INSTITUTE OF TECHNOLOGY & ENGINEERING
22589,C53673,Hindupat Teacher Training Institute,C53673,"Hindupat Institute of Teacher Training, Raghogarh"
22590,C9658,DHARAM SAMAJ SANSKRIT COLLEGE,C9658,"Dharma Samaj Sanskrit College, Muzaffarpur"
22591,C53674,"Vaishnav Mata Vidhi Mahavidyalaya, Panna",C53674,VAISHNAV MATA INSTITUTE PANNA (M.P.)
22592,ST2344,"MAHAMAYA INSTITUTE OF MEDICAL & TECHNICAL SCIENCE, NUAPADA",ST2344,MAHAMAYA INSTITUTE OF MEDICAL & TECH. SCIENCE NUAPADA
22593,C9660,Sanskrit College And University,C9660,"Madaneshwarnath Sanskrit College, Madaneshwar Asthan, Madhubani"
22594,ST2346,Mayurbhanj School of Engineering,ST2346,MAYURBHANJ SCHOOL OF ENGINEERING BARIPADA
22595,C53677,Nice Computer Academy,C53677,NICE COMPUTER ACADEMY REWA
22596,ST2347,Majhighariani Institute Of technology & Science,ST2347,MITS INSTITUTE OF POLYTECHNIC RAYAGADA
22597,C9662,SANSKRIT COLLEGE,C9662,"Government Sanskrit College, Bhagalpur"
22598,ST7388,Jawahar Navodaya Vidyalaya Bagudi Balasore,ST7388,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, BAGUDI, BALASORE"
22599,C53678,Nice Computer Education,C53678,NICE COMPUTER EDUCATION
22600,ST7389,ETEI Tudigadia,ST7389,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, TUDIGADIA, BALASORE"
22601,C53577,Raj College,C53577,"RAJ COLLEGE, BAYANA"
22602,C53680,A.P.S. COLLEGE OF EDUCATION,C53680,APS COLLEGE OF EDUCATION AND TECHNOLOGY MEERUT
22603,C53578,Guru Nanak Girls P. G. College,C53578,Guru Nanak Girls P.G. College
22604,C53579,Gyanarthi Media College of Mass Communication & Animation,C53579,Gyanarthi Media College
22605,C9666,Akhil Bhartiya Sanskrit Hindi Vidyapeeth,C9666,"Akhil Bharatiye Skt. Hindi Vidypeeth, Khamhar, Begusarai"
22606,C9667,Rajkiya Sanskrit College,C9667,"Government Sanskrit College, Kajipur, Patna"
22607,C53684,Vishwatech Education,C53684,VISHWATECH EDUCATION
22608,C967,Shastri Swami Shree Dharmajivandasji Institute of Information Technology,C967,SHASTRI SWAMI DHAMJIVANDASJI INSTITUTE OF INFO.TECH-JUNAGADH
22609,ST2348,Nalanda Institute of Technology,ST2348,NALANDA INSTITUTE OF TECHNOLOGY CHANDAKA BHUBANESWAR
22610,ST2349,Narayani Institute of Engineering & Technology,ST2349,NARAYANI INSTT. OF ENGG. & TECH. BANARPAL
22611,C53585,Late Smt. S. G. Patel institute of Physiotherapy,C53585,Late Smt S. G. Patel Institute of Physiotherapy 
22612,C53687,Joseph Institute Of Computer Education,C53687,baihar institute of computer education
22613,ST2351,Nilachal Polytechnic,ST2351,NILACHAL POLYTECHNIC BHUBANESHWAR
22614,C53587,Saraswati Vidya Niketan Junior College Of Science & Arts,C53587,Saraswati College of Science
22615,C53588,Sigma Institute of Engineerin,C53588,SIGMA INSTITUTE OF SCIENCE  COMMERCE
22616,C9674,Doddappa Appa Institute of MCA,C9674,C365 Doddappa Appa MCA College Gulbarga
22617,C53692,Christ University,C53692,CHRIST COLLEGE (B. ED. )
22618,ST2353,"Synergy Institute of Engineering and Technology, Dhenkanal",ST2353,ODISHA INSTITUTE OF ENGINEERING & TECHNOLOGY DHENKANAL
22619,C9676,Government College Ramanujnagar,C9676,Govt.College RamanujNagar
22620,C53590,Shri Tirupati Balaji Arts and Commerce College,C53590,SHREE TIRUPATI BALAJI ARTS  COMMERCE COLLEGE PANTHAWADA
22621,C53695,Jaribandhan Mahavidyalaya,C53695,JARIBANDHAN MAHAVIDYALAYA
22622,C53593,Aryabhatta College University Of Delhi,C53593,Aryabhatt College of Management & Technology
22623,C53594,Atal Bihari Vajpayee Government Institute of Engineering & Technology,C53594,"Atal Bihari Vajpayee Govt. Institute of Engineering  Technology (Degree wing), Pragatinagar, Shimla"
22624,C53597,"The Oxford Medical College, Hospital & Reasearch Centre Yadavanahalli",C53597,The Oxford Medical College Hospital  Research Center
22625,ST2354,Berhampur School of Engineering & Technology,ST2354,ODISHA SCHOOL OF ENGINEERING (POLY) BERHAMPUR
22626,C537,Arts And Commerce College,C537,"Arts & Commerce College, Motapondha, Valsad"
22627,C53598,KLE Society School,C53598,"KLE Society Degree College, Ankali"
22628,ST2355,Orissa School of Mining Engineering,ST2355,ODISHA SCHOOL OF MINING ENGINEERING
22629,C53600,Dr Lalitha Manoharan College Of Nursing CSI Hospital,C53600,DR. LALITHA MANOHARAN COLLEGE OF NURSING
22630,C53601,Government First Grade College for Women,C53601,GOVERNMENT FIRST GRADE COLLEGE FOR WOMEN
22631,C53704,Ii Tech,C53704,I I TECH INSTITUTE
22632,C53705,Eskam Computer Education,C53705,Eskam Computer Education
22633,ST2356,"Pabitra Mohan Institute of Technology, Talcher",ST2356,PABITRA MOHAN INSTITUTE OF TECHNOLOGY TALCHER
22634,C53706,Samta Vidhya Peeth,C53706,Samta Vidhya Peeth 
22635,C53605,St Xavier's College,C53605,"ST. XAVIERS COLLEGE, NEVTA "
22636,C53707,Hardzone Educational Services Pvt. Ltd.,C53707,HARDZONE EDUCATIONAL SERVICES PVT. LTD.
22637,C53607,Subbaiah Institute of Dental Sciences,C53607,SUBBAIAH INSTITUTE OF DENTAL SCIENCES
22638,C53608,"Providence College of Engineering, Chengannur",C53608,PROVIDENCE COLLEGE OF ENGINEERING
22639,C53609,Guru Narayana College Of Arts And Science,C53609,GURU NARAYANA COLLEGE OF ARTS AND SCIENCE
22640,C53709,Unique Computer and Media Centre Rewa,C53709,UNIQUE COMPUTER AND MEDIA CENTRE
22641,C53610,Toms College of Engineering for Startups,C53610,Toms College Of Engineering For Startups
22642,C53611,Sahrdaya Institute of Management Studies,C53611,SAHRDAYA INSTITUTE OF MANAGEMENT STUDIES
22643,C53612,VIP COLLEGE OF MANAGEMENT BHOPAL,C53612,"VIP COLLEGE OF NURSING, BHOPAL"
22644,ST7396,Secondary Training School,ST7396,GOVT. SECONDARY TRAINING SCHOOL BOLANGIR
22645,C53613,Aurum Institute Of Engineering & Technology AKA Takshashila (TCET) Rajkot,C53613,TAKSHASHILA COLLEGE 
22646,C53711,HARSH COMPUTER CENTER,C53711,HARSH COMPUTER CENTER PATHARIA 
22647,C53614,K P College,C53614,"Govt. Law College, Dewas"
22648,C53616,Chameli Devi Group Of Institute,C53616,"Chameli Devi Institute of Professional Studies, Indore"
22649,C53618,"Vaishnav Mata Vidhi Mahavidyalaya, Panna",C53618,Vaishnav Mata Vidhi Mahavidhyalay Panna (M.P.)
22650,C53713,Maharani Lakshmi Ammanni College for Women,C53713,MAHARANI LAKSHMI AMMANNI EVENING COLLEGE
22651,C53621,"Shaheed Bhagat Singh College, University Of Delhi",C53621,shaheed bhagat singh college vidisha
22652,C53623,Yoginath Vidya Peeth,C53623,Yoginath Vidhyapeeth 
22653,C53717,CyberDairy Solutions,C53717,CyberDairy Solutions
22654,C53624,Sri Balaji Society Pune,C53624,SHRI BALAJI COLLEGE
22655,C53718,Shree Computers,C53718,SHREE COMPUTER  I.T.
22656,C53720,Takshshila Computer Academy,C53720,Takshshila ComputerAcademy
22657,C53723,Microtech Computer Academy,C53723,MICROTECH COMPUTER ACADEMY
22658,ST2357,Pathani Samanta Institute of Engineering & Technology,ST2357,PATHANI SAMANTA INSTITUTE OF ENGG. & TECHNOLOGY
22659,C53726,winsome computer education,C53726,WINSOME COMPUTER EDUCATION
22660,C53633,City College,C53633,CITY COLLEGE OF PHYSIOTHERAPY
22661,ST2358,PNS School Of Engineering & Technology,ST2358,PNS SCHOOL OF ENGG. & TECH. MARSHAGHAI
22662,C53634,Reshmi Degree College,C53634,"C578 BASAVESHWARA ARTS  COMMERCE DEGREE COLLEGE, GULBARGA"
22663,ST2359,Purna Chandra Institute of Engineering & Technology,ST2359,"PURNA CHANDRA INSTITUTE OF ENGINEERING & TECHNOLOGY, CHHENDIPADA"
22664,C53635,"Government First Grade College, Shivamogga",C53635,Basaveshwara First Grade College Shimoga
22665,ST2360,puri engineering school,ST2360,PURI ENGINEERING SCHOOL (POLY) BALIGUALI
22666,C53732,Pranjal Information Technology,C53732,PRANJAL INFORMATION TECHNOLOGY
22667,ST2361,Purushottam Institute of Engineering and Technology,ST2361,PURUSOTTAM SCHOOL OF ENGG. & TECHNOLOGY MANDIAKUDUR ROURKELA
22668,ST2362,R. K. Institute of Engineering & Technology,ST2362,R.K. INSTITUTE OF ENGINEERING & TECHNOLOGY
22669,ST2363,Academy of Technology,ST2363,RAJA KISHORE CHANDRA ACADEMY OF TECHNOLOGY(POLYTECHNIC)
22670,ST2364,Ramarani Institute of Technology,ST2364,RAMARANI INSTITUTE OF TECHNOLOGY BALASORE
22671,C53736,MICT Computer Education,C53736,MICT COMPUTER INSTITUTE
22672,ST74,Jagannath International Management School,ST74,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL
22673,ST12868,Ashrith College of Nursing,ST12868,"ASHRITH SCHOOL OF NURSING, KOTA"
22674,C53642,IPS Institute,C53642,IPS Institute
22675,ST1287,Govt. Residential Polytechnic For Women,ST1287,GOVERNMENT RESIDENTIAL WOMEN`S POLYTECHNIC SHIMOGA
22676,ST7400,Government Urdu Secondary Training School,ST7400,"GOVT. SECONDARY TRAINING SCHOOL (URDU), CUTTACK"
22677,ST7401,Govt Secondary Training School for Women,ST7401,GOVT. SECONDARY TRAINING SCHOOL FOR WOMEN BERHAMPUR GANJAM
22678,ST7402,"District Institute of Education & Training, Gajapati",ST7402,"DISTRICT INSTITUTE OF EDUCATION & TRAINING PARLAKHEMUNDI, GAJAPATI"
22679,ST7404,BLOCK INSTITUTE OF EDUCATION AND TRAINING,ST7404,"BLOCK INSTITUTE OF EDUCATION AND TRAINING, GORUMAHISANI MAYURBHANJ"
22680,ST2366,"SSB Regional Institute of Sc. & Tech. Chitrada, 757018",ST2366,S.S.B. REGIONAL INSTT. SC. & TECH. (POLY) CHIRADA
22681,ST2367,Sai Institute Of Technological Science,ST2367,SAI INSTITUTE OF TECHNOLOGICAL SCIENCE
22682,ST2368,Samanta Chandrasekhar Institute of Technology and Management,ST2368,SAMANTA CHANDRASEKHAR INSTITUTE OF TECHNOLOGY AND MANAGEMENT
22683,ST12872,Balaji Institute of Telecom and Management BITM Pune,ST12872,BALAJI INSTITUTE OF TELECOM AND MANAGEMENT
22684,ST2370,Sanjay Memorial Institute of Technology,ST2370,SANJAY MEMORIAL INSTITUTE OF TECHNOLOGY(DIPLOMA)
22685,ST12873,Balaji Institute of International Business,ST12873,BALAJI INSTITUTE OF INTERNATIONAL BUSINESS
22686,ST12874,Institute of Marketing & Management,ST12874,"INSTITUTE OF MARKETING AND MANAGEMENT, QUTAB INSTITUTIONAL AREA"
22687,ST2375,SK DAV Govt. Polytechnic,ST2375,SKDAV POLYTECHNIC FOR WOMEN ROURKELA
22688,ST7413,Kushalda High School,ST7413,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, KUSHALDA, MAYURBHANJ"
22689,ST2376,Sri Polytechnic,ST2376,SRI POLYTECHNIC KOMOND ODAGOAN
22690,ST12877,Ragas Dental College and Hospital,ST12877,"RAGAS SCHOOL OF NURSING, CHENNAI"
22691,ST1288,VISSJ Government Polytechnic,ST1288,GOVERNMENT VISL S J POLYTECHNIC BHADRAVATHI
22692,ST12886,Tirunelveli Medical College,ST12886,"SCHOOL OF NURSING, TIRUNELVELI MEDICAL COLLEGE HL, TIRUNELVELI"
22693,ST7421,District Institute of Education & Training (DIET),ST7421,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, PANCHAPADA, JHARSUGUDA"
22694,ST2378,Sundargarh Engineering College,ST2378,SUNDERGARH ENGINEERING SCHOOL KIREI
22695,ST7422,Government U G High School,ST7422,GOVT. SECONDARY TRAINING SCHOOL PATNAGARH BALANGIR
22696,ST2379,Sushree Institute of Technical Education,ST2379,SUSHREE INSTITUTE OF TECHNICAL EDUCATION
22697,ST1289,Govt. Polytechnic for Women,ST1289,GOVERNMENT WOMEN`S POLYTECHNIC BANGALORE
22698,C53864,Shri Guruji Institute,C53864,SHREE GURUJI INSTITUTE OF INFORMATION TECHNOLOGY MANAWAR
22699,ST2380,Swami Vivekananda School of Engineering & Technology,ST2380,SWAMI VIVEKANANDA SCHOOL OF ENGINEERING & TECHNOLOGY BHUVANESWAR
22700,C53744,Rajiv Gandhi National Ground Water Training & Research Institute,C53744,RAJEEV GANDHI INSTITUTE RAIPURA
22701,ST7424,Govt. Secondary Training School,ST7424,GOVT. SECONDARY TRAINING SCHOOL POLSARA GANJAM
22702,ST2382,Venus Group Of Educational & Research Institute,ST2382,VENUS GROUP OF EDUCATIONAL & RESEARCH INSTITUTE
22703,ST7425,"DIET, Puri",ST7425,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, PURI"
22704,C9678,"Jagrani Devi Shiksha Mahavidhyalaya, Baradwar",C9678,"Jagrani Devi Shiksha Mahavidhyalaya, Baradwar"
22705,ST2383,Zenith Institute of Science & Technology,ST2383,ZENITH INSTITUTE OF SCIENCE & TECHNOLOGY
22706,C53745,Navya Computer Center,C53745,navya computer center
22707,C968,Dr Subhash College Of Education,C968,"DR. SUBHASH COLLEGE OF EDUCATION, JUNAGADH"
22708,ST2385,Hayagriva Polytechnic College,ST2385,HAYAGRIVA POLYTECHNIC COLLEGE
22709,ST2386,Indira Gandhi Polytechnic College,ST2386,INDIRA GANDHI POLYTECHNIC COLLEGE MAHE
22710,ST2387,Karaikal Polytechnic College,ST2387,KARAIKAL POLYTECHNIC COLLEGE VARICHIKUDY KARAIKAL
22711,C9681,saraswati mahavidyalaya,C9681,"Saraswati  Shiksha Mahavidyalaya, Ambikapur"
22712,C53746,Advance Infotech,C53746,ADVANCE INFOTECH
22713,ST2388,Motilal Nehru Government Polytechnic,ST2388,MOTILAL NEHRU GOVERNMENT POLYTECHNIC COLLEGE LAWPET
22714,C9685,St Xaviers College of Education,C9685,"St Xavier's College of Education, Fundurdihari , Ambikapur"
22715,C53868,Kce Institute Of Professionals,C53868,KCE INSTITUTE OF PROFESSIONALS
22716,ST12891,Venkateswara College Of Pharmacy & Nursing,ST12891,"VENKATESWARA SCHOOL OF NURSING, THANJAVUR"
22717,C53748,Mahatma Gandhi Institute,C53748,Mahatma Gandhi Institute
22718,ST12892,Seethalakshmi Hospital,ST12892,"SEETHALAKSHMI SCHOOL OF NURSING, ERODE"
22719,ST2390,Sri Manakula Vinayagar Polytechnic College,ST2390,SRI MANAKULA VINAYAGAR POLYTECHNIC COLLEGE
22720,ST7431,District Institute Of Education & Training,ST7431,"DISTRICT INSTITUTE OF EDUCATION & TRAINING, SONEPUR"
22721,ST2391,Women's Polytechnic College,ST2391,WOMEN'S POLYTECHNIC COLLEGE LAWSPET
22722,ST7433,Sanpatrapali Government Upper Primary School,ST7433,"GOVT. ELEMENTARY TEACHER EDUCATION INSTITUTION, TITLAGARH, BALANGIR"
22723,C969,K P Shah Law College,C969,"K.P.SHAH LAW COLLEGE, JAMNAGAR"
22724,ST2393,Abbnoor Polytechnic College,ST2393,"ABNOOR POLYTECHNIC, FARIDKOT"
22725,C53751,Shri Sai Computer Education,C53751,SHRI SAI INSTITUTE OF COMPUTER EDUCATION
22726,ST2394,Abohar Polytechnic College,ST2394,ABOHAR POLYTECHNIC COLLEGE ABOHAR
22727,C9694,Dr. R.N.S College of Education,C9694,"Dr. R.N.S. Shiksha Mahavidyalaya, Manendragarh"
22728,ST7445,Aditya Teacher Training Institute,ST7445,ADITYA TEACHER TRAINING INSTITUTE PUDUCHERRY
22729,C53874,"Govt. Institute of Fine Art, Jabalpur",C53874,"Govt. Fine Arts College, Jabalpur "
22730,ST2396,Adesh Polytechnic,ST2396,"ADESH POLYTECHNIC, MUKATSAR"
