,1,6,cid,name
233,C11620,Kuriakose Elias College,C11620,"Kuriakose Elias College, Mannanam, Kottayam-686 561"
234,C11622,Pavanathma College Murickasserry,C11622,"Pavanatma College, Murrickacherry - 685 604"
235,C11623,Viswajyothi College of Engineering and Technology,C11623,"Viswajyothi College of Engineering and Technology, Vazhakulam P.O., Muvattupuzha , Ernakulam- 686 670"
236,C11624,St. John the Baptist's College of Education,C11624,"St. John the Baptist College of Education, Nedumkunnam, Kottayam 686 542"
237,C11625,"Govt. College of Nursing, Kottayam",C11625,"Govt. College of Nursing, Medical College, Gandhi Nagar P.O. Kottayam 686 006"
238,C11626,University College of Teacher Education,C11626,"University College of Teacher Education, Thottakkad P.O., Kottayam"
239,C11627,Parumala Mar Gregorios College,C11627,"Parumala Mar Gregorious College, Valanjavattom, Thiruvalla"
240,C11629,Kesari Arts and Science College,C11629,"Kersari Arts & Science College, Kesari Road, North Paravur 683 513"
241,C1163,Waymade College of Education,C1163,"Waymade College of Education (English Medium), Vallabh Vidyanagar"
242,C11630,S.N Training College,C11630,"Sree Narayana Training College, Okkal P.O. Perumbavoor - 683 550"
243,C11631,St Thomas College of Teacher Education,C11631,"St. Thomas College of Teacher Education, Mylacompu, Thodupuzha 685 584"
244,C11632,SNM Training College,C11632,"S N M Training College, Moothakunnam, Ernakulam 683 516"
245,C11633,SCMS School of Technology and Management (SSTM),C11633,"SCMS School of Technology & Management, Muttom, Aluva"
246,C11634,MAR BASELIOS COLLEGE,C11634,"Mar Baselios College, Adimaly, Idukki 685 561"
247,C11638,"V.N.S. College of Arts and Science, Konnappara, Konni",C11638,"V.N.S College of Arts and Science, Konni, Konnappara, Athumpumkulam P 0. - 689 692"
248,C11639,The Cochin College,C11639,"The Cochin College, Cochin-682 002"
249,C1164,Bhikhabhai Jivabhai Vanijya Mahavidyalaya,C1164,"BJ Vanijya Mahavidyalaya, Vallabh Vidyanagar"
250,C11643,M.C. Varghese College Of Arts And Science,C11643,"M C Varghese College of Arts & Science, Kumaranalloor"
251,C11644,Catholicate College,C11644,"Catholicate College, Pathanamthitta - 689 645"
252,C11645,IHRD College of Applied Science,C11645,"College of Applied Science, Petta, Kanjirappally, Kottayam-686507"
253,C11646,Mannam Memorial N.S.S. College,C11646,"Mannam Memorial N.S.S College, Konni, Pathanamthitta- 689 691"
254,C11647,St.Thomas College Arts and Science,C11647,"St. Thomas Arts & Science College, Puthencruz P.O., Ernakulam -682308"
255,C11648,St Stephens College,C11648,"St. Stephen's College, Uzhavoor 686 634"
256,C11649,St. Peter's College,C11649,"St. Peters Training College, Kolencherry, Ernakulam 682 311"
257,C1165,Semcom College,C1165,"Sardargunj Mercantile Co. Op. Bank Ltd. (Anand) English Medium College of Commerce & Management, Vallabh Vidyanagar"
258,C11650,Sree Narayana Institute Of Medical Sciences,C11650,"Sree Narayana Institute of Medical Sciences, Chalakka, North Kuthiathode,  Ernakulam- 683"
259,C11652,St. Thomas College,C11652,"St. Thomas College, Kozhencherry 689 641"
260,C11653,St.Joseph College of Communication,C11653,"St. Joseph College of Communication, Kurisummoodu Changanacherry - 686104"
261,C11655,St. Gregorios College Of Nursing,C11655,"St. Gregorious College of Nursing, Parumala, Pathanamthitta"
262,C11656,De Paul Institute of Science & Technology (DiST) Angamaly,C11656,"De Paul Institute of Science and Technology, De Paul Nagar, Angamaly South 683573"
263,C11657,College of Indigenous Food Technology,C11657,"College of Indigenous Food Technology, Anakuthi, Perinjottakkal P.O, Konni, Pathanamthitta- 689 692"
264,C11657,College Of Indigenous food Technology,C11657,"College of Indigenous Food Technology, Anakuthi, Perinjottakkal P.O, Konni, Pathanamthitta- 689 692"
265,C11658,SCMS School of Engineering & Technology,C11658,"S.C.M.S. School of Engineering Technology, Vidyanagar, Palisserry, Karukutty P.O., Ernakulam- 683 582"
266,C11659,Mar Thoma Teachers Training College,C11659,"Mar Thoma Teachers Training College, Edakulam, Ranni - 689 672"
267,C1166,VINAYAKA INSTITUTE OF NURSING,C1166,"Vinayaka Institute of IT & Management, Bakrol"
268,C11660,St Albert’s College,C11660,"St. Alberts College, Banerji Road, Ernakulam 682 018"
269,C11661,"Sree Narayana Arts & Science College, Kottayam",C11661,"Sree Narayana Arts & Science College, Kumarakom, Kottayam-686 563"
270,C11664,Aquinas College,C11664,"Aquinas College, Edacochin, Cochin - 682 006"
271,C11666,Labour India College,C11666,"Labour India College of Teacher Education, Marangattupally P.O., Kottayam-686 635"
272,C11667,Nirmala Arts & Science College,C11667,"Nirmala Arts & Science College, Nirmala Hills, Mulanthuruthy P.O. Emakulam - 682 314"
273,C11668,National College for Teacher Education,C11668,"National College for Teacher Education, Iqbal Square, Mepprathupady.Vengola P.O, Perumbavoor, Ernakulam - 683 554"
274,C11669,"C.E.T. College of Management, Science and Technology",C11669,"C.E.T. College of Management, Science & Technology, Airapuram,P.O, Perumbavoor- 683541"
275,C1167,Sardar Patel College of Administration & Management,C1167,"Sardar Patel College of Administration & Management, Bakrol"
276,C11670,S.N.Arts & Science College Kedamangalam,C11670,"Sree Narayana Arts & Science College, Kedamangalam, N.Paravur - 683 513"
277,C11671,Mosc Nursing College,C11671,"MOSC College of Nursing, Kolenchery. P.O, Ernakulam, - 682311"
278,C11671,Malankara Orthodox Syrian Church Medical College,C11671,"MOSC College of Nursing, Kolenchery. P.O, Ernakulam, - 682311"
279,C11672,Mar Gregorios Abdul Jaleel Arts And Science College,C11672,"Mar Gregorios Abdul Jaleel Arts and Science College, North Paravur - 683 513"
280,C11673,Fr.Porukara CMI College of Advanced Studies,C11673,"Porukara College of Education, Gagultha Monastery Campus, Champakulam East P.O, Alappuzha - 688 505"
281,C11674,University College of Nursing,C11674,"University College of Nursing, Gandhinagar, Kottayam"
282,C11675,University College of Teacher Education,C11675,"University College of Teacher Education, Panchayat U.P. School Campus, Nedumkandam, Idukki"
283,C11676,R L V College Of Fine Arts,C11676,"RLV College of Music and Fine Arts, Tripunithura"
284,C11678,Mar Baselios College Of Nursing,C11678,"Mar Baselios College of Nursing, Kothamangalam- 686 691"
285,C11679,Government Sanskrit College,C11679,"Govt. Sanskrit College, Tripunithura -682 301"
286,C1168,A S Patel Arts College,C1168,"Akhilesh Sureshbhai Patel Arts College, Boriavi"
287,C11680,"College of Applied Science,Payyappady",C11680,"College of Applied Science (IHRD), Puthuppally -686034"
288,C11681,H.M. Training College,C11681,"H. M. Training College, Randarkara P.O. Muvattupuzha 686 673"
289,C11682,Indira Gandhi College of Arts and Science,C11682,"Indira Gandhi College of Arts and Science, Nellikuzhi P.O., Kothamangalam - 686 691"
290,C11684,Mar Baselios Dental College,C11684,"Mar Baselious Dental College, Thankalam, Kothamangalam-686 691"
291,C11687,Sree Narayana Mangalam Institute of Management and Technology,C11687,"S.N.M Institute of Management and Technology, Maliankara P.O. Moothakunnam, North Paravur- 683 516"
292,C11688,NSS College,C11688,"N.S.S College, Rajakumari, Kulapparachal P.O. 685 619"
293,C11689,St. John's College of Nursing,C11689,"St. Johns College of Nursing, Kattappana South P.O. 685 515"
294,C1169,Shri A. N. Patel PG Institute,C1169,"Shri Alpesh N. Patel PG Institute, Anand"
295,C11690,ANSS Homoeo Medical College,C11690,"Athurasramam N. S. S. Homeo Medical College, Sachivothamapuram P.O.,  Kottayam - 686 532"
296,C11694,SVR NSS College Vazhoor,C11694,"Sree Vidyadhi Raja N S S College, Vazhoor, Theerthapadapuram P.O, Kottayam- 686 505"
297,C11695,Kristu Jyoti College of Management and Technology,C11695,"Kristu Jyoti College of Management and Technology, Kurisummoodu P.O. Chethipuzha, Changanacherry 686 104"
298,C11696,Baselios Poulose II Catholicos College,C11696,"Baselius Poulose II Catholicose College, Piravam 686 664"
299,C11697,Maharaja's College,C11697,"Maharaja's College, Ernakulam- 682 011"
300,C117,Parul Institute Of Pharmacy,C117,"PARUL INSTITUTE OF PHARMACY, LIMDA 233"
301,C11701,"I.H.R.D, Kuttikanam",C11701,"College of Applied Science IHRD, Kuttikanam, Peerumedu, - 685 531"
302,C11702,Sree Sankara College,C11702,"Sree Sankara College, Kalady 683 574"
303,C11703,Lisie Hospital,C11703,"Lissie College of Nursing, Lissie Hospital, P B No. 3053 Ernakulam 682  018"
304,C11705,MES College,C11705,"M.E.S College, Erumeli 686 509"
305,C11706,St. Joseph College Of Teacher Education,C11706,"St. Joseph's College of Teacher Education for Women, Kovilvattom Road,  Ernakulam - 682 035"
306,C11708,Sacred Heart College Women Hostel,C11708,"S. H. College, Thevara - 682013"
307,C11708,Sacred Heart College,C11708,"S. H. College, Thevara - 682013"
308,C11709,Bharata Mata College,C11709,"Bharata Matha College, Thrikkakara P.O. 682 021"
309,C1171,Smt. P.K.Inamdar College of Education,C1171,"Smt. Pushpaben Kanaiyalal Inamdar College of Education, Bakrol"
310,C11710,St. Joseph's College,C11710,"St Josephs College of Physical Education Moolamattom, Arakulam P.O., ldukki- 685 591"
311,C11712,John Paul Memorial B.Ed College,C11712,"John Paul Memorial B.Ed College, Labbakkada, Kanchiyar P.O., ldukki- 685 511"
312,C11714,University College of Nursing,C11714,"University College of Nursing, Andoor, Marangattupally P.O., Pala, Kottayam"
313,C11716,Santhigiri College,C11716,"Santhigiri College of Computer Sciences, Vazhithala P.O., Thodupuzha 685 583"
314,C11717,Nazareth College of Pharmacy,C11717,"Nazareth College of Pharmacy, Othera, Tiruvalla- 689 546"
315,C11718,University Colleges of Nursing,C11718,"University College of Nursing, Chuttippara, Pathanamthitta"
316,C11720,Kattappana Government College,C11720,"Govt. College, Kattappana - 685 508"
317,C11721,Marthoma College for Women,C11721,"Mar Thoma College For Women, Perumbavoor 683 542"
318,C11722,Ilahia College of Engineering and Technology,C11722,"Ilahia College of Engg. and Technology, Mulavoor P.O., Muvattupuzha, Ernakulam- 686 673"
319,C11723,St. Gregorios Dental College,C11723,"St. Gregorios Dental College, Chelad P.O, Kothamangalam, Emakulam - 686 681"
320,C11724,B C M College For Women,C11724,"B.C.M. College, Kottayam - 686 001"
321,C11727,Nirmala College of Pharmacy,C11727,"Nirmala College of Pharmacy, Muvattupuzha - 686 661"
322,C11729,Mangalam College of Engineering,C11729,"Mangalam College of Engineering, Mangalam Hills, Ettumanoor P.O, Kottayam-686 631"
323,C11730,Indira Gandhi Co-Operative Hospital,C11730,"Indira Gandhi Co-operative Nursing College, Gandhinagar,Cochin - 682 020"
324,C11732,MES College,C11732,"M. E. S College, Marampally, North Vazhakulam, Aluva- 683 107"
325,C11733,Newman College Thodupuzha,C11733,"Newman College, Thodupuzha East- 685 585"
326,C11734,RIT,C11734,"Rajiv Gandhi Institute of Technology, Velloor P.O.,Pampady. Kottayam - 689 501"
327,C11736,St. John the Baptist's College of Education,C11736,"St. John The Baptists' College of Special Education, Nedumkunnam"
328,C11739,Hill Valley College of Education for Women,C11739,"Hillvalley College of Education for Women, Changampuzha Nagar P.O, Thrikkakara, Kochi - 682 033"
329,C1174,"Shri V.J.Patel College of Physical Education, Mogri",C1174,"Shri VJ Patel College of Physical Education, Mogri"
330,C11740,HDPY B.Ed Training College,C11740,"HDPY College of Education, Mattupuram P.O., Mannam, Ernakulam 683 520"
331,C11741,University College of Teacher Education,C11741,"University College of Teacher Education, Amaravathy P.O., Kumily 685 509, Idukki"
332,C11742,UC College,C11742,"U.C. College, P.B. No.5, Aluva - 683 102"
333,C11743,Department of Pharmaceutical Sciences Mahatma Gandhi University,C11743,"University College of Pharmacy, Cheruvandoor, Ettumanoor P.O., Kottayam"
334,C11744,St Mary’s Women’s College for Teacher Education,C11744,"St. Marys College for Women, Paliakara, Thiruvalla 689 101"
335,C11746,Saintgits College of Applied Sciences,C11746,"Saintgits College of Applied Sciences, Kottukulam Hills, Pathamuttam P.O., Kottayam-686 532"
336,C1175,H M Patel Institute of English Training & Research,C1175,"HM Patel Institute of English Training & Research, Vallabh Vidyanagar"
337,C11750,University College of Applied Sciences,C11750,"University College of Applied Sciences, Pullarikunnu, Malloossery, Kottayam"
338,C11751,St Joseph's Institute of Hotel Management,C11751,"St. Josephs Institute of Hotel Management and Catering Technology, Choondacherry P.O, Pala, Kottayam-686579"
339,C11754,Government College Kottayam,C11754,"Govt. College, Nattakom, Kottayam-686013"
340,C11755,St. Aloysius College,C11755,"St. Aloysius College, Edathua - 689 573"
341,C11756,St. Xavier's College for Women,C11756,"St. Xavier's College for Women, Aluva - 683 101"
342,C11758,Jai Bharath College of Management and Engineering Technology,C11758,"Jaibharath College of Management & Engineering Technology, Arackappady, Vengola P.O., Perumbavoor,Kochi - 683 554"
343,C11759,University College ofPharmacy,C11759,"University College of Pharmacy, Thalappady, Kottayam"
344,C1176,DC Patel School of Architecture (apied),C1176,"DC Patel School of Architecture, APIED, Vallabh Vidyanagar"
345,C11761,Medical Trust Institute of Medical Sciences,C11761,"Medical Trust Institute of Medical Sciences, Emakulam"
346,C11765,NSS Hindu College,C11765,"N.S.S Hindu College, Changanacherry- 686 102"
347,C11766,Mahatma Gandhi University College of Teacher Education,C11766,"University College of Teacher Education, Government High School Campus, Thodupuzha, Idukki"
348,C11767,MBC College of Engineering and Technology,C11767,"Mar Baselius Christian College of Engineering and Technology, Peerumedu - 685 531"
349,C11768,School of Medical Education,C11768,"School of Medical Education,(SME),,Gandhinagar P.O.,  M G University,Kottayam"
350,C11769,Musaliar College of Engineering and Technology,C11769,"Musaliar College of Engineering and Technology, Musaliar College P.O., Kumbazha, Pathanamthitta - 689653"
351,C1177,Christian College of Education,C1177,"Christian College of Education, Anand"
352,C11770,St. Thomas College of Teacher Education,C11770,"St. Thomas College of Teacher Education, Pala 686 575"
353,C11771,CMS College,C11771,"C.M.S College, Kottayam - 686 001"
354,C11772,Govt.Dental College,C11772,"Govt. Dental College, Gandhinagar P.O., Kottayam-686008"
355,C11776,SanJoe College of Nursing,C11776,"San Joe College of Nursing, Pulluvazhy P.O. Ernakulam- 683 541"
356,C11777,Girideepam Institute Of Advanced Learning,C11777,"Girideepam Institute of Advanced Learning, Bethany Hills, Vadavathoor P.O Kottayam-686010"
357,C11778,BCF College of Physiotherapy,C11778,"Bahuleyan Charitable Foundation College of Nursing, Chemmanakary, Vaikom, Kottayam"
358,C11779,St. Joseph's Teachers Training College,C11779,"St. Joseph's Training College, Mannanam, Kottayam - 686 561"
359,C1178,N.H.Patel College of Education,C1178,"NH Patel College of Education, Anand"
360,C11782,University College of Teacher Education,C11782,"University College of Teacher Education, Government Model High School Campus, Muvattupuzha, Ernakulam"
361,C11783,Mar Augusthinose College,C11783,"Mar Augusthinose College, Ramapuram Bazar P.O., Kottayam-686 576"
362,C11785,Government Law College,C11785,"Govt. Law College, Ernakulam 682 011"
363,C11786,Dr Padiar Memorial Homeopathic Medical College,C11786,"Dr. Padiyar Memorial Homoeopathic Medical College, Chottanikkara, Ernakulam- 682 312"
364,C11788,Ettumanoorappan College,C11788,"Ettumanoorappan College, Ettumanoor - 686 631"
365,C11790,Government Engineering College Idukki,C11790,"Govt. Engineering College, Painavu P.O., ldukki- 685  603"
366,C11791,"University College of Teacher Education, Vocational Higher Secondary School Campus, Elanthoor",C11791,"University College of Teacher Education, Vocational Higher Secondary School Campus, Elanthoor, Pathanamthitta"
367,C11792,Lourdes College Of Nursing,C11792,"Sidhi Sadan Lourdes College of Nursing, Chembumukku.Thrikkakara P.O.,  Cochin- 682 021"
368,C11795,University College of Nursing,C11795,"University College of Nursing, Nedumkandam, Idukki"
369,C11796,St. Paul’s College,C11796,"St. Paul's College, Kalamasserry - 683 503"
370,C11797,MACFAST,C11797,"Mar Athanasius College for Advanced Studies, Thiravalla 689 101"
371,C11798,Government Ayurveda College Hospital,C11798,"Govt. Ayurveda College, Dhanwanthari Nagar, Tripunithura 682 301"
372,C11799,"Adi Sankara Training College, Kalady",C11799,"Adi Sankara Training College, Sankar Nagar, Mattoor, Kalady, Ernakulam  - 683 574"
373,C1180,Jivkaran Institute Of Science And Technology,C1180,"Jivkaran Institute of Science and Technology, Vallabh Vidyanagar"
374,C11800,School of Technology and Applied Sciences (STAS),C11800,"University College of Applied Sciences, Edappally, Kochi, Ernakulam"
375,C11801,AL-AZHAR College of Engineering & Technology,C11801,"Al-Azhar College of Engineering & Technology, Perumpillichira, Thodupuzha"
376,C11802,"Patriarch Ignatius Zakka First Training College,Malecruz",C11802,"Patriarch Ignatius Zakka -1 Training College, Malecruz, Puthencruz 682 308"
377,C11803,Samaritan College of Nursing,C11803,"Samaritan College of Nursing, Samaritan Hospital, Pazhanganad, Kizhakkambalam P.O, Emakulam- 683 562"
378,C11804,Annoor Dental College,C11804,"Annoor Dental College, Puthupady, Muvattupuzha.  686 673"
379,C11805,University College of Medical Education,C11805,"University College of Medical Education, Manimalakunnu, Ernakulam Dist."
380,C11806,St. Xavier's College for Women,C11806,"St.Xaviers Training College for Women, Aluva - 683 101"
381,C11807,KMM College of Arts & Science,C11807,"K.M.M. College of Arts & Science, Thrikkakara. Cochin - 682 021"
382,C11808,Chemists College of Pharmaceutical Sciences and Research,C11808,"Chemists College of Pharmaceutical Sciences and Research, Varikkoly, Puthencruz, Ernakulam - 682 308"
383,C11809,Seth Ram Bahadur Singh Gujarati College,C11809,"Seth Ram Bahadur Singh Gujarathi College, Gujarathi Road, Kochi - 682 002"
384,C1181,Anand Law College,C1181,"Anand Law College, Anand"
385,C11810,Mar Baselios Institute of Technology and Science,C11810,"Mar Baselious Institute of Technology and Science, Nellimattom. P.O,Kothamangalam - 686 693"
386,C11811,Little Flower Institute of Medical Science and Research,C11811,"Little Flower Institute of Medical Science and Research , Angamaly"
387,C11813,Mangalam College of Engineering,C11813,"Mangalam College of Education, Vettimukal P 0, Ettumanoor 686 631"
388,C11814,HOLY CROSS COLLEGE,C11814,"Holy Cross College of Management and Technology, Puttady, Idukki 685 551"
389,C11815,Mar Athanasius College of Arts and Science,C11815,"Mar Athanasius College, Kothamangalam- 686 666"
390,C11816,Devaswom Board College Keezhoor,C11816,"Devaswom Board College, Keezhoor. P.O., Vaikom, Kottayam 686 605"
391,C11817,Baselios Poulose Second College,C11817,"Baselios Poulose Second College, Piramadom, Emakulam - 686 667"
