,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
70,70,"MCT College of Legal Studies, Malappuram",Melmuri,Kerala,BBA LLB Hons Integrated,5 years,Full time,,UG,,(BCI) Bar Council of India,"An applicant who has successfully completed Senior Secondary School course (‘+2’) or equivalent (such as 11+1, ‘A’ level in Senior School Leaving certificate course) from a recognized University of India or outside or from a Senior Secondary Board or equivalent, constituted or recognized by the Union or by a State Government or from any equivalent institution from a foreign country recognized by the government of that country for the purpose of issue of qualifying certificate on successful completion of the course, may apply for and be admitted into the program of the Centres of Legal Education.
Provided that applicants who have obtained + 2 Higher Secondary Pass Certificate after pursuing studies in distance or correspondence method shall also be considered as eligible for admission in the Integrated Five Years course.
Age on admission: Subject to the conditions stipulated by the University and the norms fixed by The Government of Kerala on this behalf; the maximum age for seeking admission into a stream of integrated double degree Bachelor of law degree program, shall be limited to twenty years in case of general category of applicants and to twenty two years in case of applicants from SC, ST and other Backward communities. The age shall be reckoned as on last date of application for entrance examination or last date of application for admission, if admission is not based on entrance examination.","BBA LLB Hons Integrated Course is consist of regular study for a minimum period of 10 semesters in five academic years. It is affiliated to University of Calicut, Malappuram and approved by Bar Council of India (BCI). The medium of instruction and examination shall be English only."
71,71,"MCT College of Legal Studies, Malappuram",Melmuri,Kerala,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,"A candidate passing the Graduation Examination of the Mumbai University, in any faculty with minimum 45% marks or a corresponding degree examination of any other University recognised as equivalent thereto by Mumbai University with the minimum prescribed marks is eligible for admission.","LLB Course is consist of regular study for a minimum period of 6 semesters in three academic years. It is affiliated to University of Calicut, Malappuram and approved by Bar Council of India (BCI)."
72,72,"Vishal Law Institute, Leikai",Langjing,Manipur,BA LLB Hons,5 years,Full time,,UG,,(BCI) Bar Council of India,"The five years course of law is opened to students after passing 10+2 examination of Council of Higher Secondary Education Manipur or equivalent examination in Arts/Science/Commerce stream recognised by Manipur University.
The maximum age for seeking admission into B.A. LL.B 5 year course is limited to 20 years. A concession of 2 further years is given to the applicant belonging to SC/
ST/OBC.","Bachelor of Arts Bachelor of Law Honours is full time five year course degree offered my Manipur University, Imphal and approved by BCI."
73,73,"Punjab College of Law, Tarn Taran",Usman,Punjab,B.Com LLB,5 years,Full time,120.0,UG,2 lakhs,(BCI) Bar Council of India,Candidates must be 10+2 passed in any discipline with minimum 45% and 40% SC/ST from a recognized board of education.,Bachelor of Commerce (B.Com) LLB is a full time five years integrated course affiliated to Guru Nanak Dev University and approved by BCI.
74,74,"Punjab College of Law, Tarn Taran",Usman,Punjab,BA LLB,5 years,Full time,120.0,UG,2 lakhs,(BCI) Bar Council of India,Candidates must be 10+2 passed in any discipline with minimum 45% and 40% SC/ST from a recognized board of education.,Bachelor of Arts (BA) LLB is a full time five years integrated course affiliated to Guru Nanak Dev University and approved by BCI.
75,75,"Aryans College of Law, Patiala",Nepran,Punjab,BA LLB,5 years,Full time,120.0,UG,4.65 lakhs,(BCI) Bar Council of India,Candidate should have passed Higher Secondary Exam +2 from a recognized board.,"BA-LL.B at Aryans College of Law is a five years full-time course with ten semesters approved by Bar Council of India, New Delhi and affiliated to Punjabi University, Patiala."
76,76,"Aryans College of Law, Patiala",Nepran,Punjab,LLB,3 years,Full time,120.0,UG,2.85 lakhs,(BCI) Bar Council of India,Candidate should have a graduate degree any stream from a recognized university.,"LL.B at Aryans College of Law is a three years course with six semesters approved by Bar Council of India, New Delhi and affiliated to Punjabi University, Patiala."
77,77,"Baba Farid Law College, Faridkot",Faridkot,Punjab,BA LLB,5 years,Full time,180.0,UG,,UGC,10+2 or equivalent examination with not less than 45% marks.,"BA LLB is full time five year course degree offered by Punjabi University, Patiala and approved by BCI."
78,78,"Baba Farid Law College, Faridkot",Faridkot,Punjab,LLB,3 years,Full time,120.0,UG,,(BCI) Bar Council of India,"Bachelor Degree in any stream with not less than 45% marks. As per norms of Punjabi University, Patiala through online Counseling.","LLB is full time three year course degree offered by Punjabi University, Patiala and approved by BCI."
0,0,"Markaz Law College, Kozhikode",Kozhikode,Kerala,BBA LLB,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,"Candidate should have passed the Higher Secondary Examination of the Board of Higher Secondary Education,Kerala or any other examination recognized by the Universities in Kerala as equivalent thereto with minimum 45% of marks.• A candidate who has passed an examination in 10 +2 course of schooling recognized by the educational authority of the Central or State Government or possesses such academic qualifications which are considered equivalent to such 10 +2 Course by the Bar Council of India can also apply for admission to the course.",The integrated 5 year LL.B course is restricted to 60 per batch. This shall be a double degree course in its nature and extended to a period of 5 academic years consisting of 10 semesters including practical training. The duration of each semester shall be five months inclusive of examinations. 
1,1,"Markaz Law College, Kozhikode",Kozhikode,Kerala,LLB,3 years,Full time,60.0,UG,,(BCI) Bar Council of India,Candidate should have passed the Higher Degree Examination or any other examination recognized by the Universities in Kerala as equivalent thereto with minimum 45% of marks. ,The integrated 3 year LL.B course is restricted to 60 per batch.three year LL.B Course shall extended to a period of 3 academic years consisting of 6 semesters including practical training.The duration of each semester shall be five months inclusive of examinations. 
2,2,"Midnapore Law College, MIdnapore",Paschim Medinipur,West Bengal,BA LLB Hons,5 years,Full time,,UG,2.6 lakhs,(BCI) Bar Council of India,Minimum qualification for Five Year B. A. LL. B. (Hons.) is Higher Secondary or equivalent examination having passed with 45 % of marks in aggregate in case of General Category applicants & 40 % of the total marks in case of S. C. & S. T. applicants.,"Bachelor of Arts + Bachelor of Laws (BA LLB) is five-years (10 Semesters) full-time Integrated programme in Law affiliated with Vidyasagar University, Midnapur with the approval of Bar Council of India. "
3,3,"Midnapore Law College, MIdnapore",Paschim Medinipur,West Bengal,LLB,3 years,Full time,,UG,1.6 lakhs,(BCI) Bar Council of India,The minimum qualification for admission in Three Year LL. B. course is Degree (10 + 2 + 3 pattern) Examination having passed with 45 % of marks in aggregate in case of General Category applicants & 40 % of the total marks in case of S. C. & S. T. applicants.,"Bachelor of Laws (LLB) is three-years (6 Semesters ) full-time program affiliated with Vidyasagar University, Midnapur and approved by Bar Council of India."
4,4,"Brahmanand College, Kanpur",Kanpur,Uttar Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,The candidate should have passed in graduate degree.,"Bachelor of Law is three year full time course degree offered by Chhatrapati Shahu Ji Maharaj University, Kanpur and approved by BCI."
5,5,"Innovative Institute of Law, Greater Noida",Greater Noida,Uttar Pradesh,BA LLB,5 years,Full time,60.0,UG,,(BCI) Bar Council of India,Intermediate/10 + 2 in any discipline with minimum 45% marks. The eligibility for admission will be as per the rules of affiliating body/approving body.Have passed Senior School Certificate Examination (10+2 System) or equivalent Examination with at least 45% marks in aggregate for General Category & 40% marks in aggregate for SC/ST Category. ,"BA LLB is a full-time five years duration course Affiliated to Chaudhary Charan Singh University, Meerut Approved by Bar Council of India."
6,6,"Innovative Institute of Law, Greater Noida",Greater Noida,Uttar Pradesh,LLB,3 years,Full time,180.0,UG,,(BCI) Bar Council of India,"To be eligible for admission in the LL.B-3 Year Degree Program, the Candidate should: a) Have passed Graduation(10+2+3 pattern) in any discipline of a recognized College/University, having secured minimum 45% marks in aggregate for General Category & 40% marks in aggregate for SC/ST Category. b) Candidates appearing/appeared for the Annual Examination in March/April are also eligible to apply. c) Age (As per C.C.S. University and Bar Council of India norms)","LLB is a full-time three years duration course Affiliated to Chaudhary Charan Singh University, Meerut Approved by Bar Council of India."
7,7,"HLM Law College, Ghaziabad",Ghaziabad,Uttar Pradesh,LLB,3 years,Full time,,UG,,(BCI) Bar Council of India,An applicant should be a graduate from a recognized university with minimum 45% marks for general and 40% for SC/ST candidates.,
8,8,"Apex Professional University, Pasighat",Pasighat,Arunachal Pradesh,BA LLB,5 years,Full time,120.0,UG,1.65 lakhs,UGC,The candidate should have passed 10+2 or equivalent.,"BA LLB is full time five year course degree offered by Apex Professional University, Pasighat and approved by BCI and UGC."
9,9,"Apex Professional University, Pasighat",Pasighat,Arunachal Pradesh,LLB,3 years,Full time,120.0,UG,1.53 lakhs,UGC,The candidate should have passed Bachelor Degree.,"LLB is full time three year course degree offered by Apex Professional University, Pasighat and approved by BCI and UGC."
10,10,"Apex Professional University, Pasighat",Pasighat,Arunachal Pradesh,LLM,1 year,Full time,30.0,PG,0.6 lakhs,UGC,The candidate should have passed LLB.,"LLM is full time one year course degree offered by Apex Professional University, Pasighat and approved by BCI and UGC.
Specializations: Business Laws, Human Rights Law, Criminal Justice."
11,11,"Apex Professional University, Pasighat",Pasighat,Arunachal Pradesh,PGD Cyber Laws Part Time,1 year,Part Time,,Diploma,0.24 lakhs,UGC,Bachelor Degree or equivalent.,Post Graduate Diploma in Cyber Laws is part time one year course and approved by UGC.
